10545 | 228 | 417 | 13 | 35 | 886 |
10546 | 253 | 626 | 40 | 123 | 1760 |
10547 | 1271 | 2834 | 316 | 950 | 8424 |
10548 | 866 | 1803 | 113 | 318 | 4442 |
10549 | 3069 | 6798 | 446 | 1447 | 18921 |
10550 | 10363 | 23105 | 2051 | 4846 | 40243 |
10552 | 4358 | 10393 | 1003 | 2672 | 24533 |
10553 | 2753 | 6959 | 384 | 1035 | 11287 |
10560 | 1182 | 2566 | 86 | 275 | 6757 |
10562 | 5447 | 11808 | 1384 | 4183 | 33177 |
10566 | 5404 | 10923 | 1407 | 3556 | 26088 |
10567 | 3380 | 8442 | 623 | 2208 | 24401 |
10570 | 2391 | 5830 | 373 | 1056 | 16222 |
10573 | 4401 | 10162 | 1827 | 6126 | 36143 |
10576 | 1193 | 2930 | 81 | 267 | 7447 |
10577 | 3321 | 4584 | 870 | 1145 | 12070 |
10578 | 297 | 540 | 23 | 53 | 1363 |
10579 | 1507 | 3835 | 301 | 810 | 10930 |
10580 | 4105 | 9934 | 335 | 1078 | 23236 |
10583 | 6399 | 16458 | 876 | 3051 | 47865 |
10587 | 189 | 189 | 24 | 24 | 501 |
10588 | 453 | 994 | 94 | 250 | 3000 |
10589 | 2467 | 5043 | 204 | 514 | 13977 |
10590 | 1651 | 3870 | 130 | 363 | 9602 |
10591 | 4507 | 9471 | 1322 | 3557 | 26940 |
10594 | 620 | 1738 | 98 | 334 | 5588 |
10595 | 1089 | 2517 | 197 | 571 | 8124 |
10596 | 475 | 863 | 54 | 138 | 2060 |
10597 | 260 | 626 | 26 | 54 | 1493 |
10598 | 4631 | 12179 | 649 | 2404 | 36157 |
10601 | 3001 | 5510 | 757 | 1789 | 14136 |
10603 | 4120 | 9140 | 939 | 2819 | 22529 |
10604 | 1486 | 3615 | 370 | 1302 | 12016 |
10605 | 3718 | 8879 | 675 | 1974 | 24132 |
10606 | 2529 | 5503 | 800 | 2670 | 15807 |
10607 | 1232 | 3268 | 302 | 1192 | 8392 |
10701 | 11170 | 21898 | 6724 | 15979 | 64305 |
10703 | 3125 | 6637 | 1702 | 4907 | 21715 |
10704 | 4236 | 9621 | 1730 | 5564 | 33117 |
10705 | 5224 | 10486 | 5160 | 12037 | 38015 |
10706 | 2148 | 4782 | 228 | 651 | 12589 |
10707 | 1935 | 4586 | 367 | 955 | 12720 |
10708 | 5523 | 11702 | 893 | 2271 | 30613 |
10709 | 1311 | 3346 | 177 | 631 | 11308 |
10710 | 3507 | 8544 | 1470 | 4997 | 29403 |
10801 | 6721 | 14951 | 2076 | 6937 | 39404 |
10803 | 2230 | 5695 | 369 | 1154 | 15592 |
10804 | 2448 | 6737 | 293 | 938 | 18731 |
10805 | 3332 | 6705 | 1120 | 3266 | 20077 |
10901 | 3896 | 10098 | 621 | 2118 | 28555 |
10913 | 667 | 2374 | 121 | 475 | 5821 |
10914 | 76 | 247 | 16 | 51 | 675 |
10915 | 27 | 95 | 7 | 31 | 206 |
10916 | 856 | 2226 | 84 | 390 | 5569 |
10917 | 417 | 946 | 54 | 205 | 2376 |
10918 | 2307 | 5800 | 550 | 1654 | 15003 |
10919 | 151 | 447 | 46 | 124 | 1168 |
10920 | 1050 | 3191 | 261 | 1053 | 9758 |
10921 | 671 | 1797 | 98 | 371 | 4994 |
10922 | 342 | 774 | 45 | 123 | 1812 |
10923 | 1052 | 2861 | 549 | 1985 | 9371 |
10924 | 2968 | 6642 | 432 | 1463 | 16883 |
10925 | 1182 | 2668 | 187 | 499 | 6423 |
10926 | 656 | 1415 | 196 | 581 | 4145 |
10927 | 1025 | 2461 | 1045 | 3294 | 9307 |
10928 | 1303 | 2607 | 223 | 578 | 5620 |
10930 | 1634 | 3978 | 341 | 1211 | 11070 |
10931 | 170 | 412 | 27 | 118 | 1020 |
10933 | 74 | 202 | 8 | 21 | 497 |
10940 | 10003 | 22245 | 3105 | 8831 | 54479 |
10941 | 2532 | 6326 | 831 | 2578 | 16434 |
10950 | 5875 | 16517 | 1047 | 3622 | 46311 |
10952 | 2954 | 10604 | 348 | 968 | 31579 |
10953 | 80 | 170 | 12 | 29 | 385 |
10954 | 3398 | 9217 | 823 | 2968 | 26367 |
10956 | 4242 | 12852 | 813 | 3291 | 37141 |
10958 | 553 | 1477 | 94 | 319 | 3689 |
10960 | 3015 | 7460 | 486 | 1387 | 18040 |
10962 | 917 | 2372 | 238 | 686 | 6255 |
10963 | 553 | 1339 | 73 | 284 | 3056 |
10964 | 272 | 745 | 58 | 157 | 1959 |
10965 | 2288 | 7758 | 255 | 851 | 17155 |
10968 | 502 | 1263 | 70 | 208 | 3249 |
10969 | 144 | 454 | 19 | 90 | 1363 |
10970 | 1646 | 3970 | 472 | 1478 | 11734 |
10973 | 391 | 1038 | 43 | 206 | 2521 |
10974 | 555 | 1544 | 90 | 338 | 3802 |
10975 | 92 | 166 | 22 | 34 | 384 |
10976 | 374 | 911 | 48 | 153 | 2092 |
10977 | 5256 | 15357 | 1347 | 4101 | 44652 |
10979 | 56 | 112 | 5 | 20 | 270 |
10980 | 1941 | 5697 | 455 | 1816 | 15544 |
10983 | 676 | 2363 | 125 | 609 | 6590 |
10984 | 348 | 958 | 109 | 466 | 2925 |
10985 | 39 | 103 | 14 | 26 | 294 |
10986 | 263 | 818 | 52 | 208 | 2136 |
10987 | 905 | 1980 | 119 | 299 | 5129 |
10988 | 140 | 338 | 10 | 42 | 692 |
10989 | 1245 | 3532 | 329 | 1147 | 10825 |
10990 | 4500 | 11080 | 467 | 1621 | 27193 |
10992 | 1720 | 4393 | 388 | 1424 | 11861 |
10993 | 493 | 1294 | 394 | 1393 | 4661 |
10994 | 941 | 3159 | 183 | 747 | 8666 |
10996 | 610 | 886 | 78 | 118 | 1755 |
10998 | 490 | 1500 | 54 | 220 | 3776 |
11001 | 4874 | 11747 | 1053 | 3977 | 34531 |
11003 | 6278 | 16354 | 2340 | 7960 | 49825 |
11004 | 1403 | 3604 | 781 | 3178 | 14586 |
11005 | 665 | 1445 | 11 | 44 | 3763 |
11010 | 3548 | 8284 | 806 | 2955 | 30532 |
11020 | 1341 | 3187 | 281 | 1044 | 8068 |
11021 | 4490 | 8642 | 627 | 2140 | 25754 |
11023 | 1457 | 3053 | 181 | 598 | 11416 |
11024 | 1079 | 1994 | 165 | 477 | 8998 |
11030 | 3995 | 9249 | 558 | 1795 | 25558 |
11040 | 6490 | 15607 | 1716 | 7535 | 53186 |
11050 | 6793 | 14696 | 1044 | 3084 | 41254 |
11096 | 1616 | 3341 | 474 | 1640 | 8489 |
11101 | 3063 | 12430 | 1369 | 6790 | 33955 |
11102 | 3040 | 9913 | 1490 | 6195 | 34526 |
11103 | 3003 | 8854 | 1355 | 5269 | 34278 |
11104 | 2266 | 7290 | 1204 | 4950 | 25631 |
11105 | 3210 | 9151 | 1439 | 5297 | 37843 |
11106 | 3420 | 11253 | 1828 | 7597 | 39154 |
11109 | 737 | 2369 | 159 | 673 | 6443 |
11201 | 8747 | 31610 | 1894 | 7685 | 74589 |
11203 | 8009 | 36271 | 1376 | 6350 | 68587 |
11204 | 2651 | 13691 | 1272 | 7787 | 50927 |
11205 | 5726 | 20475 | 1799 | 6632 | 44689 |
11206 | 6904 | 28216 | 6467 | 25788 | 79817 |
11207 | 9632 | 39225 | 5111 | 20331 | 83633 |
11208 | 6460 | 26579 | 5903 | 25534 | 78032 |
11209 | 6060 | 19586 | 1821 | 8433 | 67356 |
11210 | 4532 | 21520 | 1087 | 5040 | 54528 |
11211 | 5991 | 21530 | 4432 | 16233 | 69666 |
11212 | 10178 | 42189 | 2713 | 11205 | 75233 |
11213 | 7619 | 30962 | 1381 | 6262 | 59784 |
11214 | 3044 | 14171 | 1659 | 10672 | 59314 |
11215 | 9543 | 32099 | 2599 | 9699 | 81996 |
11216 | 9240 | 33738 | 1537 | 6363 | 62228 |
11217 | 5942 | 20678 | 1938 | 6896 | 49094 |
11218 | 4611 | 18549 | 1879 | 9032 | 62490 |
11219 | 3059 | 15345 | 1468 | 7659 | 51604 |
11220 | 3193 | 15799 | 5112 | 24013 | 59720 |
11221 | 9210 | 36940 | 4781 | 19908 | 82154 |
11222 | 3909 | 15055 | 1306 | 4805 | 43983 |
11223 | 2636 | 11971 | 1352 | 8156 | 53097 |
11224 | 3830 | 12505 | 1668 | 6222 | 43387 |
11225 | 6579 | 28919 | 1286 | 5763 | 58750 |
11226 | 9303 | 40222 | 2586 | 11830 | 90445 |
11228 | 1687 | 8249 | 651 | 4875 | 31903 |
11229 | 4426 | 18211 | 1089 | 6839 | 64595 |
11230 | 4170 | 16785 | 1331 | 6423 | 67983 |
11231 | 4801 | 16699 | 1637 | 5849 | 42726 |
11232 | 1204 | 4896 | 1734 | 6926 | 19432 |
11233 | 10304 | 39642 | 2256 | 8857 | 68096 |
11234 | 6088 | 28796 | 1347 | 7600 | 78093 |
11235 | 3864 | 11869 | 1131 | 5545 | 66762 |
11236 | 7724 | 38979 | 1855 | 9021 | 80950 |
11237 | 2095 | 9845 | 4282 | 15372 | 39449 |
11238 | 9562 | 34410 | 1778 | 6777 | 70327 |
11239 | 1625 | 7278 | 609 | 2652 | 16857 |
11249 | 1525 | 10338 | 731 | 5175 | 30065 |
11354 | 4134 | 13659 | 2759 | 11482 | 38940 |
11355 | 4748 | 17796 | 4453 | 18504 | 53936 |
11356 | 1496 | 4507 | 1072 | 5207 | 17717 |
11357 | 3180 | 9859 | 974 | 4891 | 37756 |
11358 | 2928 | 9717 | 1499 | 6552 | 31292 |
11360 | 2485 | 7144 | 678 | 2719 | 21563 |
11361 | 2918 | 9024 | 1095 | 4719 | 26195 |
11362 | 2112 | 6476 | 642 | 2861 | 18560 |
11363 | 801 | 2597 | 220 | 943 | 7237 |
11364 | 3449 | 11606 | 1467 | 6958 | 33458 |
11365 | 3784 | 12705 | 1844 | 8673 | 38313 |
11366 | 1051 | 3646 | 590 | 2609 | 12489 |
11367 | 3136 | 10163 | 1642 | 6553 | 35637 |
11368 | 3486 | 10822 | 5342 | 22264 | 55008 |
11369 | 2320 | 6601 | 1977 | 9660 | 26605 |
11370 | 999 | 3183 | 1420 | 6267 | 21096 |
11372 | 3030 | 9907 | 4236 | 17011 | 52163 |
11373 | 3275 | 12978 | 4966 | 21607 | 61169 |
11374 | 2889 | 9147 | 1623 | 7133 | 40167 |
11375 | 6837 | 20362 | 2589 | 10775 | 71442 |
11377 | 4402 | 15156 | 3901 | 17953 | 65206 |
11378 | 1868 | 6015 | 1108 | 5416 | 27375 |
11379 | 2390 | 7553 | 900 | 4365 | 31911 |
11385 | 4361 | 15317 | 5114 | 21735 | 76956 |
11411 | 3164 | 11671 | 430 | 1732 | 21153 |
11412 | 6021 | 21469 | 875 | 3397 | 36762 |
11413 | 6305 | 23508 | 867 | 3470 | 40692 |
11414 | 2138 | 6248 | 794 | 3642 | 26589 |
11415 | 1463 | 4612 | 945 | 3428 | 18616 |
11416 | 822 | 2625 | 1569 | 6742 | 18230 |
11417 | 1129 | 3782 | 1399 | 7007 | 23259 |
11418 | 1648 | 5022 | 2038 | 8652 | 27324 |
11419 | 1343 | 4756 | 2280 | 9280 | 32172 |
11420 | 2749 | 8854 | 2030 | 9077 | 36572 |
11421 | 1784 | 5454 | 2589 | 11630 | 30256 |
11422 | 3801 | 14473 | 850 | 3138 | 29493 |
11423 | 2254 | 7771 | 1185 | 5021 | 26140 |
11426 | 1641 | 4555 | 987 | 4458 | 18901 |
11427 | 2006 | 6145 | 1275 | 5264 | 23236 |
11428 | 1118 | 3696 | 1070 | 4565 | 17526 |
11429 | 3342 | 11376 | 785 | 3225 | 24811 |
11430 | 18 | 58 | 4 | 17 | 105 |
11432 | 3708 | 11210 | 2854 | 11797 | 48333 |
11433 | 4671 | 15979 | 963 | 4256 | 30154 |
11434 | 10492 | 36795 | 1366 | 5775 | 61539 |
11435 | 4145 | 13034 | 2454 | 10380 | 43697 |
11436 | 2715 | 8663 | 530 | 2298 | 16997 |
11501 | 3868 | 8647 | 954 | 2898 | 25490 |
11507 | 1218 | 2848 | 279 | 1259 | 9722 |
11509 | 808 | 1625 | 60 | 110 | 4273 |
11510 | 7212 | 17408 | 1336 | 5015 | 44774 |
11514 | 940 | 2031 | 222 | 705 | 6164 |
11516 | 1302 | 2972 | 184 | 475 | 9144 |
11518 | 2137 | 5064 | 293 | 971 | 14242 |
11520 | 9909 | 21781 | 2958 | 9935 | 52307 |
11530 | 6454 | 15152 | 539 | 1757 | 38957 |
11542 | 5321 | 10643 | 1340 | 3815 | 34239 |
11545 | 2344 | 5424 | 241 | 981 | 16654 |
11547 | 201 | 451 | 36 | 76 | 1340 |
11548 | 243 | 509 | 79 | 201 | 1863 |
11550 | 14850 | 30581 | 3360 | 9626 | 60611 |
11552 | 4940 | 11927 | 1061 | 3460 | 32673 |
11553 | 5390 | 11829 | 1393 | 4985 | 27647 |
11554 | 6970 | 15506 | 1402 | 5069 | 49813 |
11557 | 1557 | 3550 | 214 | 651 | 11314 |
11558 | 1567 | 3522 | 330 | 1040 | 10830 |
11559 | 1443 | 3625 | 183 | 540 | 11026 |
11560 | 1567 | 3523 | 165 | 468 | 9279 |
11561 | 11318 | 22744 | 1788 | 4160 | 57718 |
11563 | 4386 | 10058 | 811 | 2628 | 29914 |
11565 | 1759 | 4192 | 233 | 830 | 12346 |
11566 | 7083 | 17704 | 760 | 2658 | 49698 |
11568 | 691 | 1529 | 120 | 397 | 5017 |
11569 | 534 | 1210 | 30 | 72 | 2522 |
11570 | 6895 | 16661 | 857 | 2486 | 39446 |
11572 | 5751 | 13567 | 717 | 2614 | 40238 |
11575 | 5202 | 11273 | 792 | 2584 | 19278 |
11576 | 2586 | 5848 | 326 | 1213 | 17529 |
11577 | 2648 | 5524 | 382 | 1334 | 16662 |
11579 | 1358 | 3073 | 131 | 321 | 7714 |
11580 | 6131 | 14943 | 2153 | 8262 | 49975 |
11581 | 3762 | 8687 | 862 | 3182 | 27490 |
11590 | 8552 | 19202 | 1927 | 7477 | 54295 |
11596 | 2236 | 5270 | 305 | 1103 | 14248 |
11598 | 2444 | 5954 | 258 | 638 | 17586 |
11691 | 6772 | 21311 | 2326 | 7658 | 48242 |
11692 | 2503 | 8456 | 771 | 3013 | 17285 |
11693 | 1514 | 4880 | 396 | 1639 | 11603 |
11694 | 2348 | 8316 | 449 | 1665 | 19258 |
11697 | 714 | 2893 | 25 | 116 | 5190 |
11701 | 4347 | 12781 | 715 | 2840 | 26852 |
11702 | 1818 | 6475 | 226 | 841 | 16288 |
11703 | 1651 | 5573 | 369 | 1790 | 17011 |
11704 | 4330 | 13936 | 921 | 4077 | 38983 |
11705 | 961 | 3644 | 106 | 445 | 9039 |
11706 | 6136 | 18668 | 2485 | 10971 | 54500 |
11709 | 1422 | 3399 | 167 | 452 | 9788 |
11710 | 6581 | 16041 | 861 | 2826 | 47746 |
11713 | 1398 | 4244 | 344 | 1232 | 10317 |
11714 | 4195 | 9832 | 666 | 2344 | 31525 |
11715 | 585 | 2221 | 41 | 187 | 5147 |
11716 | 1066 | 3971 | 143 | 703 | 11054 |
11717 | 3424 | 8956 | 3078 | 14524 | 37597 |
11718 | 400 | 1500 | 73 | 228 | 3719 |
11719 | 459 | 1470 | 47 | 177 | 3652 |
11720 | 2815 | 9757 | 521 | 2680 | 28359 |
11721 | 889 | 3195 | 57 | 249 | 7829 |
11722 | 3220 | 8987 | 1740 | 7130 | 26461 |
11724 | 475 | 1567 | 32 | 125 | 3962 |
11725 | 2949 | 10275 | 434 | 1812 | 31461 |
11726 | 1756 | 5342 | 648 | 3269 | 16258 |
11727 | 3609 | 11098 | 882 | 3268 | 29352 |
11729 | 2669 | 8859 | 683 | 3245 | 27916 |
11730 | 1483 | 5679 | 211 | 940 | 15566 |
11731 | 3139 | 11794 | 403 | 1726 | 32669 |
11732 | 1027 | 1945 | 90 | 237 | 5551 |
11733 | 2339 | 7809 | 301 | 1175 | 20649 |
11735 | 6573 | 14198 | 1280 | 3632 | 42984 |
11738 | 1397 | 5296 | 336 | 1474 | 15754 |
11739 | 157 | 637 | 8 | 53 | 1575 |
11740 | 1110 | 4052 | 128 | 573 | 10612 |
11741 | 2559 | 9536 | 503 | 2133 | 27984 |
11742 | 1153 | 4323 | 232 | 1058 | 12962 |
11743 | 6357 | 19439 | 764 | 2814 | 50441 |
11746 | 7007 | 21654 | 1634 | 7223 | 66313 |
11747 | 2598 | 8023 | 359 | 1355 | 23901 |
11749 | 425 | 1185 | 148 | 634 | 3584 |
11751 | 1529 | 5616 | 287 | 1112 | 15127 |
11752 | 836 | 3457 | 170 | 915 | 10121 |
11753 | 2811 | 6030 | 407 | 1606 | 17133 |
11754 | 2115 | 7600 | 212 | 1036 | 20468 |
11755 | 1176 | 4210 | 221 | 876 | 12709 |
11756 | 8296 | 19155 | 1491 | 5771 | 55917 |
11757 | 4275 | 13699 | 796 | 3657 | 42353 |
11758 | 11772 | 27444 | 1528 | 4335 | 78850 |
11762 | 4731 | 11635 | 491 | 1479 | 32444 |
11763 | 2964 | 10144 | 703 | 3315 | 27837 |
11764 | 1223 | 4925 | 165 | 695 | 13657 |
11765 | 152 | 354 | 16 | 44 | 963 |
11766 | 1254 | 4880 | 195 | 767 | 13653 |
11767 | 1373 | 4978 | 213 | 898 | 15210 |
11768 | 3074 | 10378 | 311 | 1052 | 26048 |
11769 | 1201 | 4183 | 116 | 471 | 10981 |
11770 | 330 | 608 | 11 | 24 | 1450 |
11771 | 2575 | 5263 | 286 | 876 | 14984 |
11772 | 4487 | 15081 | 1083 | 4096 | 41558 |
11776 | 2572 | 8381 | 554 | 2204 | 24816 |
11777 | 1549 | 4439 | 179 | 647 | 11499 |
11778 | 1265 | 4893 | 149 | 654 | 12868 |
11779 | 3718 | 12977 | 744 | 3296 | 38035 |
11780 | 1870 | 6425 | 172 | 712 | 17637 |
11782 | 2024 | 7243 | 185 | 794 | 17709 |
11783 | 4175 | 10406 | 429 | 1461 | 29652 |
11784 | 2026 | 7603 | 499 | 2426 | 22719 |
11786 | 620 | 2568 | 86 | 381 | 6866 |
11787 | 3696 | 13305 | 469 | 1972 | 38361 |
11788 | 1748 | 6022 | 313 | 1308 | 17839 |
11789 | 871 | 2992 | 118 | 444 | 7976 |
11790 | 6398 | 12233 | 3051 | 4809 | 34445 |
11791 | 5275 | 11678 | 824 | 2956 | 34926 |
11792 | 869 | 3351 | 107 | 461 | 9196 |
11793 | 6657 | 16242 | 731 | 2323 | 44951 |
11795 | 2633 | 9689 | 304 | 1300 | 26777 |
11796 | 371 | 1511 | 43 | 177 | 3976 |
11797 | 2605 | 5093 | 226 | 732 | 14468 |
11798 | 2589 | 7657 | 547 | 2196 | 14412 |
11801 | 7348 | 15054 | 1598 | 6625 | 50501 |
11803 | 6284 | 14323 | 655 | 2365 | 42172 |
11804 | 1096 | 2474 | 109 | 331 | 7345 |
11901 | 2997 | 8574 | 371 | 1487 | 20075 |
11930 | 416 | 1191 | 43 | 110 | 2835 |
11931 | 340 | 1244 | 33 | 115 | 3147 |
11932 | 387 | 1091 | 29 | 100 | 2457 |
11933 | 873 | 2893 | 96 | 371 | 7281 |
11934 | 791 | 3286 | 100 | 406 | 8058 |
11935 | 590 | 1875 | 38 | 129 | 4422 |
11937 | 2832 | 8380 | 305 | 1588 | 20118 |
11939 | 164 | 462 | 6 | 30 | 1282 |
11940 | 626 | 2231 | 77 | 252 | 5783 |
11941 | 290 | 1065 | 25 | 105 | 2826 |
11942 | 633 | 2104 | 53 | 279 | 5334 |
11944 | 938 | 2222 | 74 | 266 | 5071 |
11946 | 1658 | 5246 | 219 | 1180 | 13488 |
11947 | 211 | 713 | 14 | 47 | 1805 |
11948 | 139 | 506 | 12 | 75 | 1415 |
11949 | 1419 | 5497 | 188 | 814 | 15235 |
11950 | 1417 | 4893 | 431 | 1780 | 13373 |
11951 | 1573 | 4923 | 332 | 1316 | 12617 |
11952 | 683 | 2260 | 57 | 178 | 5705 |
11953 | 1841 | 5575 | 333 | 1114 | 13905 |
11954 | 734 | 2207 | 92 | 320 | 5404 |
11955 | 478 | 1349 | 57 | 186 | 3571 |
11956 | 54 | 214 | 3 | 8 | 483 |
11957 | 137 | 507 | 11 | 42 | 1234 |
11958 | 84 | 303 | 11 | 42 | 865 |
11959 | 318 | 927 | 23 | 70 | 2051 |
11960 | 206 | 745 | 15 | 65 | 1848 |
11961 | 2024 | 6153 | 174 | 805 | 15739 |
11962 | 169 | 411 | 8 | 25 | 1035 |
11963 | 1361 | 4186 | 93 | 386 | 9592 |
11964 | 678 | 1931 | 34 | 116 | 4050 |
11965 | 37 | 91 | 1 | 9 | 216 |
11967 | 2328 | 8129 | 668 | 2824 | 23818 |
11968 | 2159 | 6300 | 242 | 823 | 15098 |
11970 | 67 | 203 | 3 | 11 | 442 |
11971 | 907 | 2866 | 49 | 185 | 7177 |
11972 | 112 | 412 | 5 | 23 | 954 |
11975 | 173 | 511 | 12 | 43 | 1152 |
11976 | 318 | 1056 | 39 | 125 | 2740 |
